,Living_Area,marker_graph,face_color_marker,edge_color_graph,Living_Area_per_Capita,"Climate change, short term-combined-m2",Freshwater ecotoxicity-combined-m2,Terrestrial acidification-combined-m2,"Land occupation, biodiversity-combined-m2",Human toxicity non-cancer-combined-m2,Particulate matter formation-combined-m2,"Climate change, short term-combined-cap",Freshwater ecotoxicity-combined-cap,Terrestrial acidification-combined-cap,"Land occupation, biodiversity-combined-cap",Human toxicity non-cancer-combined-cap,Particulate matter formation-combined-cap
0,151.0,x,gold,none,37.81321839080459,8.789734255868794,10098.262982332137,0.1017818792805776,3.1887854728083926,8.405730095740182e-06,0.0128263221186827,332.3649260284116,381845.0280669328,3.848678495734181,120.57581385165436,0.0003178469586761,0.4850005718336218
1,6509.0,x,gold,none,45.583333333333336,7.816822789219166,8886.761350513949,0.0889194046996525,2.967485856306377,7.232591641776157e-06,0.0113289664646259,356.2158399698136,404865.68187766994,4.050259938670433,135.38079931032078,0.0003293133443065,0.5161764801862424
2,190.0,_,orange,none,193.54545454545453,35.502728614327275,23178.81060793083,0.2239157745591513,7.237656417302694,1.6322783004145826e-05,0.0268914589640514,6863.442822507635,4476312.421006653,43.23136002641152,1399.575476558028,0.0031491668352968,5.192753890288326
3,121.0,v,none,limegreen,111.85,22.122228453444,11417.4951782135,0.1231800322911193,1.26895445432035,1.116060825714254e-05,0.01375162764195,2453.31516579839,1268629.0878283868,13.687264219106066,141.0173215422892,0.001240324452037,1.5280395239223936
4,107.0,x,orange,none,36.148989898989896,11.742431832891516,13330.04872678296,0.1332402032387427,4.485345103663387,1.081393794705846e-05,0.0170021045702507,424.4126126178396,481775.3980475042,4.815439798939448,162.1431136848396,0.0003908037535347,0.6144996642691161
5,486.0,x,orange,none,37.30555555555556,9.16137139441,10128.906608322855,0.0993363656207088,3.880166475056871,7.735037450062634e-06,0.0130404005191275,341.6563380859314,377766.9791371738,3.7050457523622815,144.66398739650492,0.000288536902796,0.4863408924430333
6,179.0,+,firebrick,none,78.225,14.962053958242,15862.156347763035,0.1492083067244884,15.708791533186147,1.0371670674322654e-05,0.1313759981391258,1167.3828079662107,1236831.505509297,11.628069315900088,1228.5720966942022,0.0008070997427741,10.273765004311317
7,80.0,x,gold,none,39.63035714285714,10.010813401149822,11686.755787003212,0.1190826506985338,3.371090046735662,1.0054073828350575e-05,0.0147619070815662,396.7032845257333,463112.3628600856,4.718872007616663,133.59382166203838,0.0003984064761249,0.5849735893669104
8,390.0,x,gold,none,46.8,11.504237993941071,13720.075203794624,0.1417838433338981,3.466916452270971,1.230445770200447e-05,0.01720417853726,538.3725583884892,642078.8028526088,6.635336921617183,162.22983784103744,0.0005758470118744,0.8051253084080221
9,200.0,v,none,orange,54.679545454545455,45.66041078374455,9616.716187653816,0.1015068980569376,0.9530716804356356,8.040622123784415e-06,0.0112490003301484,2494.118531453621,525581.8419566444,5.547763462260293,52.0939847574637,0.0004395119474749,0.614807732776164
10,693.0,x,yellowgreen,none,81.69791666666667,8.712872906426094,10474.358298058767,0.1088001221719798,2.5087392827198087,9.534583175303775e-06,0.013098775303416,711.6989667646183,855510.5468270071,8.885945724740937,205.0252946865411,0.0007786304474632,1.0698949458813014
11,194.0,D,none,orangered,40.530709876543206,105.45750972054816,42579.8942922477,0.5311925800268722,1.9289209317545388,1.5128701345307136e-05,0.0926859569471824,4260.5875827216205,1721763.9873334025,21.47590013136335,78.15155505784688,0.0006132214050108,3.74578042669815
